Customer No.,Customer Name
C0016400,ΣΙΔΕΚΑΤ ΑΕ
C0016411,ΤΖΑΜΠΑΖΙΔΗΣ ΑΦΟΙ Ο.Ε.
C0016416,ΝΤΟΝΟΠΟΥΛΟΣ ΚΩΝ/ΝΟΣ ΑΕ TELERIN
C0016418,ΤΣΟΚΑΝΟΣ Ν.ΔΗΜΗΤΡΙΟΣ ΑΒΕΕ
C0016420,ΚΟΣΚΙΝΑΣ ΑΒΕΤΕ
C0016421,ΚΕΝΤΡΟ ΕΠΕΞΕΡΓΑΣΙΑΣ ΣΙΔΗΡΟΥ ΑΝΩΝΥΜΗ ΤΕΧΝΙΚΗ ΕΜΠΟΡΙ
C0016424,ΜΕΛΕΤΗΤΙΚΗ ΤΕΧΝΙΚΩΝ ΕΡΓΩΝ ΘΕΣΣΑΛΟΝΙΚΗΣ ΑΝΩΝΥΜΗ ΕΤΑ
C0016426,ΑΝΑΞ ΜΕΣΙΤΕΙΕΣ ΑΣΦΑΛΙΣΕΩΝ Α.Ε.
C0016427,ΧΡΗΣΤΟΥ ΑΝΔΡΕΑΣ Α.Ε.
C0016436,ΩΚΕΑΝΙΔΑ Α.Ε
C0016437,ΑΤΛΑΝΤΙΔΑ Α.Ε.
C0016438,ΚΑΜΑΡΙ ΑΞΕΤΕ
C0016441,FORUM AE
C0016443,ΑΝΔΡΟΥΤΣΟΣ ΑΕ
C0016450,ΠΛΑΣΤΙΚΑ ΚΑΡΔΙΤΣΑΣ ΑΕΒΕ
C0016451,ΑΛΦΑΚΑΡ ΑΕΒΕ
C0016452,ΔΕΛΗΓΙΑΝΝΗΣ Θ. ΑΕ
C0016457,EMMIS ΑΒΕΕ
C0016459,ΝΤΕΝΚΟ ΝΤΕΝΤΑΛ Α.Ε.Β.Ε
C0016463,Ι. & Α. ΓΙΑΝΝΙΡΗ A.E.
C0016465,ΘΕΣΣΑΛΟΝΙΚΗ ΜΟΤΟΡΣ Α.Ε.
C0016466,ΤΕΨΕ Α.Ε.
C0016469,VENMAN A.B.E.E.
C0016473,TOP LINE Α.Ε.
C0016475,SAN LORENTZO AE
C0016477,EUROCAPITAL PARTNERS Α.Ε.Ε.Δ
C0016478,ΧΑΡΜΠΙΛΑΣ ΒΑΣ.ΣΥΣΤ.ΑΣΦΑΛΕΙΑΣ ΑΕ
C0016483,ΜΠΑΪΡΑΜΟΓΛΟΥ ΜΟΝ. ΑΕ
C0016485,ΠΑΠΑΙΩΑΝΝΟΥ ΣΤΑΥΡΟΣ ΑΒΕΕ
C0016486,ΕΝΕΡΓΕΙΑΚΑ ΗΛΕΚΤΡΟΜΗΧΑΝ/ΚΑ ΕΡΓΑ ΑΕ
C0016491,A.X.F. AE
C0016492,CERAMETAL SA ΑΝΩΝΥΜΗ ΒΙΟΜΗΧΑΝΙΚΗ ΕΜΠΟΡΙΚΗ ΕΦΑΡΜΟΣΜ
C0016499,RADIANT  TECHNOLOGIES A.E.& B.E.
C0016509,DE RIGO HELLAS AEE
C0016518,ΓΕΝΕΣΙΣ ΜΙΚΤΗ ΙΔΙΩΤ.ΚΛ.ΓΥΝΑΙΚ.ΑΕ
C0016520,ΣΕΡΕΣ ΝΑΥΤΙΛΙΑΚΗ ΕΠΙΧΕΙΡΗΣΕΙΣ ΑΕ
C0016526,ΑΤΤΙΚΟΣ ΗΛΙΟΣ ΑΝ.ΞΕΝ.ΤΟΥΡ.ΕΜΠ&ΝΑΥΤ.ΕΤΑΙΡ
C0016528,EUROBANK EQUITIES AEΠΕΥ
C0016531,ΕΛΚΕΜΕ ΑΕ
C0016534,ΖΑΙΜΗ ΑΦΟΙ ΑΕ
C0016535,ΓΡΑΜΜΟΣ Α.Ε.
C0016536,ΠΛΑΣΤΙΚΑ-Κ.ΚΟΤΡΩΝΗΣ ΑΒΕΕ
C0016542,ΛΕΟ ΦΑΡΜΑΚΕΥΤΙΚΗ ΕΛΛΑΣ ΑΕ
C0016546,ΔΑΝΙΗΛ Σ ΓΚΑΤΕΝΙΟ ΚΑΙ ΥΙΟΣ  ΜΟΝΟΠΡΟΣΩΠΗ ΑΝΩΝΥΜΗ ΕΜ
C0016548,GFK ΕΛΛΑΣ ΕΤΑΙΡΕΙΑ ΠΕΡΙΟΡΙΣΜΕΝΗΣ ΕΥΘΥΝΗΣ ΕΡΕΥΝΩΝ Α
C0016551,BERETTA ΕΛΛΑΣ ΕΠΕ
C0016555,ΤΕΧΝΟΓΡΑΦΙΚΗ Π. ΚΟΤΣΙΡΗ ΑΕ
C0016558,ΠΑΡΑΜΙΝΑ Α.Ε.Β.Ε.
C0016560,MARSH ΕΠΕ ΜΕΣΙΤΕΣ ΑΣΦΑΛΙΣΕΩΝ
C0016561,ΕΞΑΡΧΟΥ ΝΙΚΟΛΟΠΟΥΛΟΣ ΜΠΕΝΣΑΣΣΩΝ ΣΥΜΒΟΥΛΟΙ ΜΗΧΑΝΙΚΟ
C0016569,ΕΞΑΚΜ Α.Β.Ε.Τ.Ε
C0016570,MERCK MON. ΑΕ
C0016571,BOOS SA -ΣΥΣΤ.ΟΡΓ/ΣΕΩΣ ΤΡΑΠ.ΓΡΑΦΕΙΩΝ ΑΕ
C0016579,JOTUN HELLAS LTD
C0016583,ΕΞΑΓΩΓΙΚΗ ΕΝΩΣΗ ΣΟΥΛΤΑΝΙΝΑΣ ΕΠΕ   *
C0016588,ΛΥΔΙΑ ΙΚΕ
C0016597,ΕΜΠΟΡΟΦΑΡΜ ΕΠΕ
C0016600,ΕΛΦΟΝ Ε.Π.Ε
C0016601,ΒΟΚΑΤΕ ΦΑΡΜΑΚΕΥΤΙΚΗ ΑΕ
C0016610,ΕΥΡΕΛΚΟ ΑΕΒΕ
C0016611,ΙΜΕΑ ΕΠΕ
C0016617,ΔΟΜΙΚΗ ΠΑΥΛΙΔΗΣ
C0016621,ΜΑΥΡΙΔΗΣ ΜΙΧΑΗΛ (ΖΩΟΤΕΧΝΙΚΗ ΕΠΕ)
C0016622,ΗΛΕΚΤΡΟΕΙΣΑΓΩΓΙΚΗ ΑΕΕ
C0016623,ΠΤΟΛΕΜΑΙΣ ΕΠΕ
C0016626,ΓΕΝΙΚΗ ΚΛΙΝΙΚΗ ΑΓΙΟΣ ΓΕΩΡΓΙΟΣ ΙΚΕ
C0016630,ΠΤΟΛΕΜΑΙΟΣ ΙΜΕ
C0016631,ΚΤΕΛ ΑΣΤΙΚΩΝ ΓΡΑΜΜΩΝ ΠΤΟΛ/ΔΑΣ ΕΠΕ
C0016633,ΗΛΙΟΑΚΜΗ AE
C0016634,ΠΡΟΒΙΟΠ ΕΠΕ
C0016636,ΕΡΓΟΧΕΙΡΟ 31 ΕΠΕ
C0016644,FMC ΧΗΜΙΚΑ ΕΛΛΑΣ ΜΟΝ ΕΠΕ
C0016645,ΝΟΒΟ ΝΟΡΝΤΙΣΚ ΕΛΛΑΣ ΕΠΕ
C0016647,ΠΑΙΧΝΙΔΟΥΠΟΛΗ ΕΠΕ
C0016648,ΛΙΝΤΕ ΕΛΛΑΣ ΜΟΝΟΠΡΟΣΩΠΗ  ΕΠΕ
C0016655,ΙΝΤΕΡΕΞΠΟ ΜΟΝΟΠΡΟΣΩΠΗ Ε.Π.Ε
C0016658,ΛΕΥΚΟΣ ΣΤΑΥΡΟΣ ΑΘΗΝΩΝ ΑΕ
C0016659,ΑΘΗΝΑΪΚΗ ΓΕΝΙΚΗ ΚΛΙΝΙΚΗ MON. AE
C0016664,ΒΑΛΤΖΗΣ ΜΕΝΕΛΑΟΣ ΕΠΕ
C0016665,ΜΠΟΥΚΗΣ NATIONAL SERVICE AE
C0016668,WELLE PRINT ΕΠΕ
C0016669,ADM GREECE ΜΟΝ. ΕΠΕ
C0016677,ΚΥΡΙΑΚΟΥΛΗΣ ΜΟΝΟΠΡΟΣΩΠΗ ΝΑΥΤΙΛΙΑΚΗ ΕΠΕ
C0016679,ΑΛΦΑΚΕΜ ΕΠΕ
C0016681,ΕΥΡΩΟΙΚΟΝΟΜΙΚΗ ΑΕ
C0016682,ΞΕΝΟΔΟΧΕΙΟ ΘΕΟΞΕΝΙΑ ΑΦΟΙ ΠΑΠΑΧΡΗΣΤΟΥ ΕΠΕ
C0016684,ΑΛΝΤΙΠΑ  ALDIPA  ΑΝΤΙΠΡΟΣΩΠΕΙΑΙ  ΕΙΣΑΓΩΓΑΙ  ΕΞΑΓΩΓ
C0016691,ΦΛΩΡΑΤΟΥ Μ.  ΜΟΝ. ΕΠΕ
C0016693,STOP Α.Ε.Β.Ε.
C0016698,Γ. & Ε. ΑΛΒΑΝΟΥ Ε.Π.Ε.
C0016700,RAM ΙΚΕ
C0016705,ΣΙΛΚΕΠΛΑΣΤ ΑΒΕΕ
C0016707,ΣΕΡΚΟ ΕΠΕ
C0016710,ΜΑΡΚΟΥ ΒΑΣΙΛΕΙΟΣ & ΣΙΑ ΕΠΕ
C0016715,STEELMET OPERATIONS ΑΝΩΝΥΜΗ ΕΤΑΙΡΕΙΑ
C0016717,ΤΣΙΧΛΑΚΗ ΜΑΡΙΑ & ΣΙΑ ΕΠΕ
C0016718,ΗΛΕΚΤΡΟΕΙΣΑΓΩΓΙΚΗ ΕΠΕ.
C0016721,ΒΙΟΜΗΧΑΝΙΚΗ - ΨΥΚΤΙΚΗ ΕΠΕ
C0016722,ΔΥΝΑΜΙΚΗ ΕΠΕ
C0016724,ΜΠΕΣΤΕ ΕΛΛΑΣ-BESTE HELLAS Ε.Β.Π.Υ. ΕΠΕ
C0016728,ΑΛΤΣΙΑΔΗΣ Δ. & Η ΕΠΕ
C0016729,ΒΙΟΕΞΥΛ ΕΠΕ
C0016734,ΝΙΚΟΛΑΟΥ Δ. ΕΙΔΗ ΕΡΓΑΛΕΙΩΝ ΑΕΒΕ
C0016735,ΜΙΝΤΙΑ ΓΚΡΟΥΠ
C0016736,ΓΙΑΝΝΙΤΣΗΣ LOGISTICS ΑΕ
C0016744,ΣΤΕΡΟΠΑΛ ΕΠΕ
C0016745,GREEK  ISLAND  TOURS
C0016748,ΕΛΒΙΝΑ ΤΕΞΤΙΛ ΑΕ
C0016749,AΞΩΝ ΜΗΧΑΝΟΛΟΓΙΚΗ ΑΕ
C0016750,ΚΕΝΤΡΟ ΕΦΑΡΜΟΓΩΝ ΥΓΡΑΕΡΙΟΥ ΕΠΕ
C0016751,ΧΗΜΙΚΑ ΠΡΟΙΟΝΤΑ ΙΚΕ
C0016752,SONNE AKTION ΕΠΕ
C0016753,ΠΡΙΜΑ ΕΠΕ
C0016756,ΓΕΤΡΙΜΕΝΤ ΕΠΕ-ΙΑΤΡΙΚΑ ΕΙΔΗ
C0016757,ΕΜΠΟΡΙΚΗ ΕΙΣΑΓΩΓΙΚΗ LINEA ΑΕ ΕΝΔΥΣΗΣ KAI ΛΟΙΠΩΝ ΣΥ
C0016758,FEDEX EXPRESS GREECE ΜΟΝ. ΕΠΕ
C0016761,AUTOCENTER AE
C0016762,ΔΟΞΑΣΤΑΚΗΣ Γ ΕΠΕ
C0016763,ΑΡΕΝΑ ΕΝΟΙΚΙΑΣΕΙΣ ΑΥΤΟΚΙΝΗΤΩΝ Α.Ε.Ε.
C0016770,ΣΟΥΡΛΑΝΤΖΗΣ-ΚΙΟΥΣΗΣ Ε.Π.Ε.
C0016779,ΔΑΚΤΥΛΙΔΗΣ Ε. ΓΕΩΡΓΙΟΣ ΕΠΕ
C0016785,ΑΚΕΠ ΑΕ
C0016790,ΔΙΑΔ.ΜΑΓΓΟΥΡΙΔΗ-Μ.ΜΑΓΓΟΥΡΙΔΗ-Δ.ΜΕΝΤΗ ΕΠΕ
C0016792,ΟΡΙΖΩΝ ΑΕΕΔΜ
C0016793,ΠΟΛΥΧΡΟΝΙΟΥ ΑΦΟΙ ΕΠΕ
C0016795,ΣΤΡΩΜΑΤΟΠΟΙΙΑ ΑΘΗΝΩΝ ΕΠΕ
C0016796,ΤΕΝΟΡΑ ΤΕΧΝΙΚΗ ΑΕ
C0016798,ΕΛΛΗΝΙΚΗ ΜΕΤΑΛΛΕΥΤΙΚΗ ΕΠΕ
C0016799,ΑΝΑΛΚΟ ΑΝΟΔΕΙΩΣΕΙΣ ΕΠΕΞΕΡΓΑΣΙΑ ΑΛΟΥΜΙΝΙΟΥ ΜΕΤΑΛΛΟΥ
C0016801,ΡΟΜ ΨΗΦΙΑΚΗ ΕΠΕ
C0016812,RONTIS HELLAS AEBE
C0016813,ΤΑΜΕΙΑΚΗ ΕΠΕ
C0016814,ΑΓΡΟΔΟΜΙΚΗ ΙΔΙΩΤΙΚΗ ΚΕΦΑΛΑΙΟΥΧΙΚΗ ΕΤΑΙΡΕΙΑ
C0016816,ΠΡΟΜΗΘΕΥΤΙΚΗ ΑΝΔΡΟΥ ΕΠΕ
C0016817,ΜΗΧΑΝΟΓΡΑΦΙΚΗ  ΕΠΕ
C0016819,DIACHEL AE
C0016825,ΠΕΡΔΙΚΑΚΗΣ ΝΙΚΟΣ ΤΟΥΡ.ΕΠΙΧ. ΜΟΝ ΕΠΕ
C0016827,ΜΑΣΤΡΟΓΙΑΝΝΑΚΟΣ Π.&ΣΙΑ ΟΕ ΜΠΛΟΥ ΟΡΑΙΖΟΝ
C0016835,ΒΑΡΟΥΤΣΙΚΟΣ ΑΝΩΝΥΜΗ ΕΤΑΙΡΕΙΑ
C0016838,ΚΩΝΣΤΑΝΤΙΝΟΣ Β. ΚΑΙΣΑΡΗΣ ΕΠΕ
C0016842,ΠΑΝΟΛΥΜΠΙΚ ΕΠΕ
C0016850,SUD - CHEMIE HELLAS ΜΟΝΟΠΡΟΣΩΠΗ ΕΠΕ
C0016851,ΣΙΦΝΟΣ ΕΠΕ
C0016852,ΠΕΤΡΑΚΗΣ ΧΡΥΣΟΣΤΟΜΟΣ ΑΕ
C0016855,MEDICARE HELLAS ΑΝΩΝΥΜΗ ΕΤΑΙΡΕΙΑ ΕΜΠΟΡΙΑΣ ΝΟΣΟΚΟΜΕ
C0016857,ΔΕΡΜΟΠΛΑΣΤ
C0016859,ΤΡΑΝΣΚΟΜΠΙ ΕΞΠΡΕΣ ΣΑΛΟΝΙΚΑ ΕΠΕ
C0016860,TECHNET ΕΛΛΑΣ ΙΚΕ
C0016861,ΥΠΗΡΕΣΙΕΣ ΑΝΟΙΚΤΗΣ ΤΕΧΝΟΛΟΓΙΑΣ ΑΕ
C0016862,ΜΗΧΑΝΙΚΗ ΠΕΡΙΒΑΛΛΟΝΤΟΣ Α.Ε.
C0016864,ΤΑΙΜ ΣΕΝΤΕΡ ΑΝΤΙΠΡΟΣΩΠΕΙΕΣ ΕΜΠΟΡΙΑ ΩΡΟΛΟΓΙΩΝ ΚΟΣΜΗ
C0016866,ΒΗΜΚΑ ΕΠΕ
C0016867,ΚΑΤΡΟ ΕΠΕ
C0016869,MOTOR LAND ΕΠΕ
C0016871,SPEED AIR LTD
C0016873,BRANDA ΕΠΕ
C0016874,PYRAMIS TRAVEL IKE
C0016879,ΣΦΥΡΗΣ Ν.& Ι. ΕΠΕ
C0016881,COMPULAND A.E
C0016882,ΜΑΝΩΛΙΑΔΟΥ ΑΛΕΞΑΝΔΡΑ ΕΠΕ
C0016884,POWER ELECTRONICS CONTROL Ε.Π.Ε.
C0016887,ΙΜΕ 'Ο ΝΕΟΣ ΣΥΝΔΕΣΜΟΣ'
C0016893,ALU-SYN (ΑΛΟΥ-ΣΥΝ) ΕΠΕ
C0016894,ΚΟΜΒΟΣ Ε.Π.Ε
C0016898,ΕΡΜΗΣ ΠΡΑΚΤΟΡΕΥΣΕΙΣ  ΑΕ
C0016899,ΙΑΣΩΝ ΜΕΣΙΤΕΣ ΑΣΦΑΛΙΣΕΩΝ ΑΕ
C0016903,ΒΙΟΤΕΧΝΟΛΟΓΙΚΕΣ ΕΦΑΡΜΟΓΕΣ ΕΠΕ
C0016907,ΓΕΩΜΗΧΑΝΙΚΗ ΑΘΗΝΩΝ ΕΠΕ
C0016910,ΕΚΟΦΑΡΜ ΕΛΛΑΣ ΑΒΕΕ
C0016912,MIC ΣΥΜΒΟΥΛΟΙ ΟΡΓΑΝΩΣΗΣ KAIN.& MARK AE
C0016914,ΕΜ. ΜΕΤΑΛ  Ε.Π.Ε.
C0016919,ΦΑΖΟΣ ΕΠΕ
C0016920,ΝΙΚΟΛΑΟΣ ΔΗΜ. ΦΑΙΤΑΚΗΣ ΜΟΝ ΕΠΕ
C0016921,ΠΡΑΤΣΙΝΑΚΗΣ Γ. ΑΕ
C0016923,ΧΑΡΑΜΙΔΟΠΟΥΛΟΣ Δ.- ΛΙΒΙΕΡΑΤΟΣ Σ .ΕΠΕ
C0016924,ΑΛΦΑ ΕΚΔΟΤΙΚΗ ΚΑΙ ΠΛΗΡΟΦΟΡΙΚΗ ΕΠΕ
C0016929,ΑΙΓΕΑΣ ΦΛΕΞΟΓΡΑΦΙΚΗ Ε.Π.Ε.
C0016935,ΣΙΜΟΣ ΠΑΡΑΣΚΕΥΑΣ Κ ΥΙΟΣ
C0016936,ΡΟΔΟΣ ΑΙΡ ΕΠΕ
C0016939,ΚΑΡΤΣΩΝΗΣ Δ. ΕΠΕ
C0016943,ΕΛΕΤΡΟ ΜΟΝΟΠΡΟΣΩΠΗ ΑΝΩΝΥΜΗ ΕΤΑΙΡΕΙΑ ΕΜΠΟΡΙΑΣ ΤΡΟΦΙ
C0016947,RILEY LESLIE & CO EE
C0016953,ΤΣΙΑΟ ΜΟΝ. Α.Ε.
C0016956,GEOTECH-ΛΥΣΕΙΣ ΠΛΗΡΟΦΟΡΙΚΗΣ Ε.Π.Ε.
C0016962,ΑΛΕΞΑΝΤΕΡ ΑΝΩΝΥΜΗ ΕΤΑΙΡΕΙΑ
C0016963,DIGITAL SIMA Α.Ε.
C0016964,ΙΑΤΡΙΚΟ ΚΕΝΤΡΟ ΑΣΚΛΗΠΙΟΣ (ΕΔΕΣΣΑΣ)
C0016966,ΣΤΕΛΜΑ ΑΤΕ
C0016967,ΕΠΕΞΕΡΓΑΣΙΑ ΚΑΙ ΕΜΠΟΡΙΑ ΤΡΟΦΙΜΩΝ ΑΜΒΡΟΣΙΑ ΜΟΝΟΠΡΟΣ
C0016971,ΕΥΡΩΓΝΩΣΗ ΕΠΕ
C0016972,AMROP ΕΛΛΑΣ ΜΟΝ. ΙΚΕ
C0016973,ΕΘΝΙΚΟΣ ΚΗΡΥΞ  ΝΕΑΣ ΥΟΡΚΗΣ ΕΛΛΑΣ ΜΟΝ ΕΠΕ
C0016974,MODERN LINE ΕΠΕ
C0016987,ΠΕΡΣΟΝΑΛ ΣΕΚΙΟΥΡΙΤΥ ΑΝΩΝΥΜΗ ΕΤΑΙΡΕΙΑ ΙΔΙΩΤΙΚΗ ΕΠΙΧ
C0016988,ΚΛΙΜΑΡΤ AE
C0016991,PROLINK ΕΠΕ
C0016992,EUROPRISE ENVIROMENTAL LTD
C0016993,ΕΤΑΜ ΑΕ
C0016995,ΠΑΠΑΔΑΚΗΣ ΑΝΔΡΕΑΣ ΚΑΙ ΣΙΑ ΕΕ
C0016996,ΤΕΚΜΑΡ ΕΠΕ
C0017000,ΚΟΥΚΟΥΛΑΚΗΣ ΙΩΑΝΝΗΣ ΑΕ
C0017001,MAGIC HOTEL
C0017005,ΟΙΚΟΝΟΜΙΚΟ ΚΕΝΤΡΟ ΚΕΡΚΥΡΑΣ ΕΠΕ
C0017008,ΜΑΛΒΑ ΑΕ
C0017011,ΤΑΣΤΣΙΑΝ ΑΒΕΕ - M.S.T
C0017013,COMSYS AEE ΣΥΣΤΗΜΑΤΑ ΠΛΗΡΟΦΟΡΙΚΗΣ
C0017014,ΤΑΧΥΠΑΚ ΜHΧΑΝΗΜΑΤΑ ΣΥΣΚΕΥΑΣΙΑΣ ΚΑΙ ΤΥΠΟΠΟΙΗΣΗΣ ΜΟΝ
C0017015,SPARE SERVICE Α.Ε
C0017018,ΣΙΓΜΑ ΕΛΛΑΣ ΕΠΕ ΜΟΝΟΠΡΟΣΩΠΗ
C0017023,TEC NOVEL ΕΠΕ
C0017025,ΟΔΟΝΤΕΜΠΟΡΙΚΗ ΚΑΛΛΙΘΕΑΣ ΕΠΕ
C0017026,ΑΛΦΑΚΟΜ ΙΚΕ
C0017030,ΜΠΡΟΚΟΥ Ν. ΑΦΟΙ -ΚΝΩΣΣΟΣ ΕΠΕ
C0017031,ΔΙΑΚΟΥΜΗΣ ΚΩΝ/ΝΟΣ ΜΟΝΟΠΡΟΣΩΠΗ ΕΠΕ
C0017035,ITALY LINES ΑΕ
C0017038,ΠΑΝΓΑΙΑ ΣΥΜΒΟΥΛΟΙ ΜΗΧΑΝΙΚΟΙ ΙΚΕ
C0017039,BRAIN TRUST ΣΥΣΤΗΜΑΤΑ ΠΛΗΡΟΦΟΡΙΚΗΣ ΑΕΒΕ
C0017040,SIALMO ΙΚΕ
C0017041,ΠΑΠΑΔΑΚΗΣ Ε. &  Ι. ΕΠΕ
C0017049,ΠΑΝΤΑ ΕΙΣΑΓΩΓΙΚΗ ΚΑΙ ΕΜΠΟΡΙΚΗ ΕΠΕ
C0017053,ΑΦΟΙ ΛΙΑΝΟΥ ΑΝΩΝΥΜΗ ΕΜΠΟΡΙΚΗ ΚΑΙ ΒΙΟΜΗΧΑΝΙΚΗ ΕΤΑΙΡ
C0017054,ΜΠΡΑΤΗΣ ΕΠΕ
C0017057,FRONTCO INSURANCE AGENCY
C0017058,ΔΟΥΡΑΚΟΣ Σ. ΜΟΝ. Ε.Π.Ε.
C0017059,ΔΙΚΤΥΟ ΕΛΛΗΝΙΚΗΣ ΣΠΙΡΟΥΛΙΝΑΣ EE
C0017065,ΤΟΥΡΙΣΤΙΚΟΣ ΟΔΗΓΟΣ ΤΗΣ ΕΛΛΑΔΟΣ ΙΚΕ
C0017069,ΑΛΦΑΜΕΝΤ  Ε.Π.Ε.
C0017071,ENCO ΕΠΕ
C0017073,EVALION ΣΥΜΒΟΥΛΕΥΤΙΚΗ ΜΟΝ. ΕΠΕ
C0017082,DATA GROUP ΕΠΕ
C0017085,ΒΟΥΛΓΑΡΑΚΗΣΕ.  - ΘΕΟΦΙΛΑΤΟΥΚ.  ΕΠΕ
C0017087,GLOBUS BC ΕΠΕ
C0017089,ΙΩΑΝΝΟΥ ΑΝΑΣΤ. & ΣΙΑ ΕΕ BELLISSIMO CLUB
C0017091,ΚΑΡΥΔΑΣ ΤΕΧΝΙΚΗ ΜΟΝ. ΕΠΕ
C0017094,ΤΑΞΙΔΙΩΤΙΚΟΙ ΔΡΟΜΟΙ ΕΠΕ
C0017097,ΑΚΤΙΒ ΚΟΜΠΙΟΥΤΕΡ ΣΥΣΤΕΜΣ ΑΝΩΝΥΜΗ ΕΤΑΙΡΕΙΑ
C0017102,ΒΕΡΝΙΚΟΣ ΚΟΤΕΡΑ ΑΕ
C0017103,M & M MILITZER & MUNCH AE TRANSPORT AND LOGISTIC
C0017104,ΣΩΤΗΡΟΠΟΥΛΟΣ & ΣΥΝΕΡΓΑΤΕΣ ΑΤΕ
C0017105,ΣΥΡΜΕΤ ΑΕ
C0017107,ΜΠΡΕΤΟΝ ΑΕ
C0017108,TEKNICO ΕΛΛΑΣ ΕΠΕ
C0017110,ΠΙΑΤΖΙΟ ΕΛΛΑΣ ΜΟΝ Α.Ε.
C0017115,CLEANWAY ΕΠΕ
C0017116,ACOS ΚΑΛΛΥΝΤΙΚΑ ΕΛΛΑΣ ΜΟΝ.  Ε.Π.Ε.
C0017117,ΑΣΚΑΡΙΔΗΣ Ι. & ΣΙΑ Ε.Π.Ε.
C0017121,MAX ΗΛΕΚΤΡΟΜΗΧΑΝΟΛΟΓΙΚΗ ΕΠΕ
C0017124,ΚΑΛΚΟ ΜΟΝΟΠΡΟΣΩΠΗ ΕΠΕ - KALCO
C0017127,SCOPE Ι.Κ.Ε
C0017129,VERAL ΙΚΕ
C0017132,ΙΝΤΕΡΟΠΤΙΚΣ ΕΜΠΟΡΙΑ ΚΑΙ ΥΠΗΡΕΣΙΕΣ ΕΝΤΥΠΗΣ ΚΑΙ ΗΛΕΚ
C0017136,REVIVAL CONSULTING SERVICES S.A
C0017137,ΦΟΥΡΤΟΥΝΑΣ AUTO ΚΑΒΑΛΑ ΕΠΕ
C0017139,ΤΣΟΛΚΑΣ Κ. Α.Ε.
C0017140,ΕΛ.ΟΜ.ΑΣ ΕΠΕ
C0017143,ΚΑΠΑΡΕΛΗΣ ΕΠΕ ΖΑΝΤΕ ΜΕΤΑΛ
C0017144,ΑΥΤΟΚΙΝΗΣΗ ΜΟΝΟΠΡΟΣΩΠΗ ΕΤΑΙΡΕΙΑ ΠΕΡΙΩΡΙΣΜΕΝΗΣ ΕΥΘΥ
C0017145,TERRA MAPPING THE GLOBE Α.Ε.
C0017149,ΚΟΚΟΤΑΣ ΚΛΙΜΑΤΙΣΜΟΣ ΑΕ
C0017150,ΑΙΓΙΣ Σ.Κ.  ΕΠΕ
C0017158,ΓΑΒΡΙΛΗΣ ΓΚΡΟΥΠ Α.Ε.Β.Ε.
C0017159,ΑΡΓΩ ΕΚΔΟΤΙΚΗ ΔΙΑΦΗΜΙΣΤΙΚΗ ΜΕΠΕ
C0017161,ΚΟΤΣΟΒΟΣ ΑΕ
C0017163,ALIAXIS ΕΛΛΑΔΟΣ  ΜΟΝΟΠΡΟΣΩΠΗ ΕΠΕ
C0017164,ΡΑΠΤΑΚΗΣ Β.-ΜΗΡΤΣΟΣ Δ.ΕΠΕ- ΜΕΒΙΚΑ ΕΠΕ
C0017170,ΕΜΠΟΡΙΚΗ ΒΙΟΤΕΧΝΙΚΗ ΕΠΕ
C0017176,TOP SOFTWARE ΣΥΣΤ/ΤΑ ΠΛΗΡ/ΚΗΣ ΕΠΕ
C0017177,SYSTEMA TECHNOLOGIES AE
C0017188,ENTERGO ΜΟΝΟΠΡΟΣΩΠΗ ΕΠΕ
C0017191,ΓΚΟΛΝΤΧΕΜ ΕΠΕ
C0017201,DATASTAR-ΜΠΡΙΣΚΟΛΑΣ & ΣΙΑ ΕΠΕ
C0017206,ΕΚΔΟΣΕΙΣ ΠΟΛΙΣ Ε.Π.Ε.
C0017208,MEDISANA HELLAS ΕΠΕ
C0017209,ΣΙΜΑΚΟΜ ΕΠΕ-ΚΑΤΑΣΚΕΥΗ &ΕΜΠΟΡΙΑ ΗΛ. ΕΙΔΩΝ
C0017211,CARE DIRECT ΜΟΝ ΑΕ ΔΙΑΦΗΜ.&ΕΠΙΚΟΙΝΩΝΙΑΣ
C0017212,ΣΙΑΜΟΣ ΚΩΝ/ΝΟΣ ΤΟΥ ΑΘΑΝ. ΜΟΝ ΕΠΕ
C0017215,ΖΩΟΔΥΝΑΜΙΚΗ ΕΠΕ
C0017217,ΜΠΡΕΝΤΑΣ ΜΟΝΟΠΡΟΣΩΠΗ ΕΠΕ
C0017219,ΒΡΕΦΙΚΟ ΥΠΟΔΗΜΑ ΕΠΕ
C0017224,ΜΗΧΑΝΟΡΓΑΝΩΤΙΚΗ ΙΚΕ FOCUS GROUP
C0017226,NEUROSOFT ΑΝΩΝΥΜΗ ΕΤΑΙΡΙΑ ΠΑΡΑΓΩΓΗΣ ΛΟΓΙΣΜΙΚΟΥ
C0017228,ΛΥΝΤΙΡΙΔΗΣ ΕΜΜ.ΕΠΕ
C0017234,ΤΣΑΚΑΛΗΣ Α.-ΛΟΥΜΠΡΙΚΟ ΕΠΕ
C0017239,REHAU  ΜΟΝ ΕΠΕ
C0017240,ΒΟΣΜΑΝΔΡΟΣ ΔΗΜ.Α.Ε.
C0017243,COPYFOT
C0017247,NATURA PHARM ΜΟΝ. ΕΠΕ
C0017248,EUROFINS ΜΟΝ. ΙΚΕ
